,Unnamed: 0,country,job_category,year,number_worker,most_popular_job_cat,worker_percentage
75407,75407,PER,Non_classified,2015,19095,Market_services,0.25
75451,75451,PER,Total,2014,7562692,Market_services,100
75452,75452,PER,Agriculture,2014,1857580,Market_services,24.56
75453,75453,PER,Manufacturing,2014,653267,Market_services,8.64
75454,75454,PER,Construction,2014,41233,Market_services,0.55
75455,75455,PER,Mining_and_quarrying,2014,36412,Market_services,0.48
75456,75456,PER,Market_services,2014,3290967,Market_services,43.52
75457,75457,PER,Non_market_services,2014,1661321,Market_services,21.97
75458,75458,PER,Non_classified,2014,21913,Market_services,0.29
75502,75502,PER,Total,2013,7524538,Market_services,100
75503,75503,PER,Agriculture,2013,1835213,Market_services,24.39
75504,75504,PER,Manufacturing,2013,686249,Market_services,9.12
75505,75505,PER,Construction,2013,47639,Market_services,0.63
75506,75506,PER,Mining_and_quarrying,2013,35835,Market_services,0.48
75507,75507,PER,Market_services,2013,3235371,Market_services,43.00
75508,75508,PER,Non_market_services,2013,1665069,Market_services,22.13
75509,75509,PER,Non_classified,2013,19162,Market_services,0.25
75553,75553,PER,Total,2012,7476724,Market_services,100
75554,75554,PER,Agriculture,2012,1813612,Market_services,24.26
75555,75555,PER,Manufacturing,2012,689900,Market_services,9.23
75556,75556,PER,Construction,2012,45396,Market_services,0.61
75557,75557,PER,Mining_and_quarrying,2012,40240,Market_services,0.54
75558,75558,PER,Market_services,2012,3199544,Market_services,42.79
75559,75559,PER,Non_market_services,2012,1661121,Market_services,22.22
75560,75560,PER,Non_classified,2012,26911,Market_services,0.36
75604,75604,PER,Total,2011,7332367,Market_services,100
75605,75605,PER,Agriculture,2011,1824943,Market_services,24.89
75606,75606,PER,Manufacturing,2011,669582,Market_services,9.13
75607,75607,PER,Construction,2011,37139,Market_services,0.51
75608,75608,PER,Mining_and_quarrying,2011,35180,Market_services,0.48
75609,75609,PER,Market_services,2011,3080065,Market_services,42.01
75610,75610,PER,Non_market_services,2011,1653980,Market_services,22.56
75611,75611,PER,Non_classified,2011,31479,Market_services,0.43
75655,75655,PER,Total,2010,7264475,Market_services,100
75656,75656,PER,Agriculture,2010,1834015,Market_services,25.25
75657,75657,PER,Manufacturing,2010,690434,Market_services,9.50
75658,75658,PER,Construction,2010,22825,Market_services,0.31
75659,75659,PER,Mining_and_quarrying,2010,35241,Market_services,0.49
75660,75660,PER,Market_services,2010,3016803,Market_services,41.53
75661,75661,PER,Non_market_services,2010,1644360,Market_services,22.64
75662,75662,PER,Non_classified,2010,20797,Market_services,0.29
75706,75706,PER,Total,2009,6985109,Market_services,100
75707,75707,PER,Agriculture,2009,1788105,Market_services,25.60
75708,75708,PER,Manufacturing,2009,670064,Market_services,9.59
75709,75709,PER,Construction,2009,27008,Market_services,0.39
75710,75710,PER,Mining_and_quarrying,2009,33875,Market_services,0.48
75711,75711,PER,Market_services,2009,2828102,Market_services,40.49
75712,75712,PER,Non_market_services,2009,1611169,Market_services,23.07
75713,75713,PER,Non_classified,2009,26785,Market_services,0.38
75757,75757,PER,Total,2008,6841442,Market_services,100
75758,75758,PER,Agriculture,2008,1775370,Market_services,25.95
75759,75759,PER,Manufacturing,2008,686145,Market_services,10.03
75760,75760,PER,Construction,2008,19739,Market_services,0.29
75761,75761,PER,Mining_and_quarrying,2008,21756,Market_services,0.32
75762,75762,PER,Market_services,2008,2793890,Market_services,40.84
75763,75763,PER,Non_market_services,2008,1514870,Market_services,22.14
75764,75764,PER,Non_classified,2008,29672,Market_services,0.43
75808,75808,PER,Total,2007,6665320,Market_services,100
75809,75809,PER,Agriculture,2007,1781134,Market_services,26.72
75810,75810,PER,Manufacturing,2007,670066,Market_services,10.05
75811,75811,PER,Construction,2007,14091,Market_services,0.21
75812,75812,PER,Mining_and_quarrying,2007,16064,Market_services,0.24
75813,75813,PER,Market_services,2007,2634885,Market_services,39.53
75814,75814,PER,Non_market_services,2007,1522832,Market_services,22.85
75815,75815,PER,Non_classified,2007,26248,Market_services,0.39
75859,75859,PER,Total,2006,6309080,Market_services,100
75860,75860,PER,Agriculture,2006,1911170,Market_services,30.29
75861,75861,PER,Manufacturing,2006,549738,Market_services,8.71
75862,75862,PER,Construction,2006,15980,Market_services,0.25
75863,75863,PER,Mining_and_quarrying,2006,17709,Market_services,0.28
75864,75864,PER,Market_services,2006,2405026,Market_services,38.12
75865,75865,PER,Non_market_services,2006,1386514,Market_services,21.98
75866,75866,PER,Non_classified,2006,22942,Market_services,0.36
75910,75910,PER,Total,2005,6026021,Market_services,100
75911,75911,PER,Agriculture,2005,1888256,Market_services,31.34
75912,75912,PER,Manufacturing,2005,520596,Market_services,8.64
75913,75913,PER,Construction,2005,10989,Market_services,0.18
75914,75914,PER,Mining_and_quarrying,2005,17049,Market_services,0.28
75915,75915,PER,Market_services,2005,2232916,Market_services,37.05
75916,75916,PER,Non_market_services,2005,1327321,Market_services,22.03
75917,75917,PER,Non_classified,2005,28893,Market_services,0.48
75961,75961,PER,Total,2004,6057698,Market_services,100
75962,75962,PER,Agriculture,2004,1879208,Market_services,31.02
75963,75963,PER,Manufacturing,2004,492170,Market_services,8.12
75964,75964,PER,Construction,2004,3586,Market_services,0.06
75965,75965,PER,Mining_and_quarrying,2004,11110,Market_services,0.18
75966,75966,PER,Market_services,2004,2272287,Market_services,37.51
75967,75967,PER,Non_market_services,2004,1310600,Market_services,21.64
75968,75968,PER,Non_classified,2004,88738,Market_services,1.46
76013,76013,PER,Total,2003,6212490,Market_services,100
76014,76014,PER,Agriculture,2003,2114824,Market_services,34.04
76015,76015,PER,Manufacturing,2003,410822,Market_services,6.61
76016,76016,PER,Construction,2003,17582,Market_services,0.28
76017,76017,PER,Mining_and_quarrying,2003,7484,Market_services,0.12
76018,76018,PER,Market_services,2003,2264952,Market_services,36.46
76019,76019,PER,Non_market_services,2003,1200015,Market_services,19.32
76020,76020,PER,Non_classified,2003,196812,Market_services,3.17
76064,76064,PER,Total,2002,6091227,Market_services,100
76065,76065,PER,Agriculture,2002,1868234,Market_services,30.67
76066,76066,PER,Manufacturing,2002,484099,Market_services,7.95
76067,76067,PER,Construction,2002,11030,Market_services,0.18
76068,76068,PER,Mining_and_quarrying,2002,6668,Market_services,0.11
76069,76069,PER,Market_services,2002,1997281,Market_services,32.79
76070,76070,PER,Non_market_services,2002,1195068,Market_services,19.62
76071,76071,PER,Non_classified,2002,528848,Market_services,8.68
76114,76114,PER,Total,2001,5301527,Market_services,100
76115,76115,PER,Agriculture,2001,1619440,Market_services,30.55
76116,76116,PER,Manufacturing,2001,451215,Market_services,8.51
76117,76117,PER,Construction,2001,9552,Market_services,0.18
76118,76118,PER,Mining_and_quarrying,2001,7711,Market_services,0.15
76119,76119,PER,Market_services,2001,2019987,Market_services,38.10
76120,76120,PER,Non_market_services,2001,1185920,Market_services,22.37
76121,76121,PER,Non_classified,2001,7701,Market_services,0.15
76170,76170,PER,Total,2000,5561869,Market_services,100
76171,76171,PER,Agriculture,2000,1673635,Market_services,30.09
76172,76172,PER,Manufacturing,2000,446226,Market_services,8.02
76173,76173,PER,Construction,2000,-1,Market_services,-0.00
76174,76174,PER,Mining_and_quarrying,2000,-1,Market_services,-0.00
76175,76175,PER,Market_services,2000,2312522,Market_services,41.58
76176,76176,PER,Non_market_services,2000,1116052,Market_services,20.07
76177,76177,PER,Non_classified,2000,8169,Market_services,0.15
76225,76225,PHL,Total,2022,18610949,Market_services,100
76226,76226,PHL,Agriculture,2022,2766269,Market_services,14.86
76227,76227,PHL,Manufacturing,2022,1468249,Market_services,7.89
76228,76228,PHL,Construction,2022,101186,Market_services,0.54
76229,76229,PHL,Mining_and_quarrying,2022,51728,Market_services,0.28
76230,76230,PHL,Market_services,2022,9154726,Market_services,49.19
76231,76231,PHL,Non_market_services,2022,5068791,Market_services,27.24
76274,76274,PHL,Total,2021,15869104,Market_services,100
76275,76275,PHL,Agriculture,2021,2432093,Market_services,15.33
76276,76276,PHL,Manufacturing,2021,1251887,Market_services,7.89
76277,76277,PHL,Construction,2021,82215,Market_services,0.52
76278,76278,PHL,Mining_and_quarrying,2021,43994,Market_services,0.28
76279,76279,PHL,Market_services,2021,7561211,Market_services,47.65
76280,76280,PHL,Non_market_services,2021,4497705,Market_services,28.34
76323,76323,PHL,Total,2020,15198771,Market_services,100
76324,76324,PHL,Agriculture,2020,2272305,Market_services,14.95
76325,76325,PHL,Manufacturing,2020,1263391,Market_services,8.31
